"state","state_abbreviation","county","fips","party","winner"
"Wisconsin","WI","St. Croix",55109,"Democrat","Bernie Sanders"
"Wisconsin","WI","Trempealeau",55121,"Democrat","Bernie Sanders"
"Wisconsin","WI","Vilas",55125,"Democrat","Bernie Sanders"
"Wisconsin","WI","Walworth",55127,"Democrat","Bernie Sanders"
"Wisconsin","WI","Waukesha",55133,"Democrat","Bernie Sanders"
"Wisconsin","WI","Waupaca",55135,"Democrat","Bernie Sanders"
"Wisconsin","WI","Waushara",55137,"Democrat","Bernie Sanders"
"Wisconsin","WI","Winnebago",55139,"Democrat","Bernie Sanders"
"Wyoming","WY","Campbell",56005,"Democrat","Bernie Sanders"
"Wyoming","WY","Converse",56009,"Democrat","Bernie Sanders"
"Wyoming","WY","Hot Springs",56017,"Democrat","Bernie Sanders"
"Wyoming","WY","Hot Springs",56017,"Democrat","Hillary Clinton"
"Wyoming","WY","Laramie",56021,"Democrat","Hillary Clinton"
"Wyoming","WY","Natrona",56025,"Democrat","Hillary Clinton"
"Wyoming","WY","Niobrara",56027,"Democrat","Bernie Sanders"
"Wyoming","WY","Platte",56031,"Democrat","Bernie Sanders"
"Wyoming","WY","Sublette",56035,"Democrat","Bernie Sanders"
"Wyoming","WY","Sweetwater",56037,"Democrat","Bernie Sanders"
"Wyoming","WY","Uinta",56041,"Democrat","Bernie Sanders"
"Wyoming","WY","Washakie",56043,"Democrat","Hillary Clinton"
